發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
112,12,22,9,24,2,12內湖區,內湖區康寧路3段70巷與康寧路3段190巷口,0,0,1,2,E04,7,7,5,30,4,1,1,5,4,4,13,3,1,10,5,5,2,16,1,41,3,10,7,1,7,9,1,8,2,5,,44,,1,21,,121.6099768,25.0685816
112,12,22,9,27,2,08士林區,士林區後港街66號,0,0,1,1,C03,8,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,1,23,2,9,5,1,7,9,1,10,2,11,,13,,1,21,,121.5214084,25.08533343
112,12,22,9,27,2,08士林區,士林區後港街66號,0,0,1,2,B03,8,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,1,66,3,10,3,4,7,9,1,8,2,8,,44,,1,21,,121.5214084,25.08533343
112,12,22,9,27,2,08士林區,士林區後港街66號,0,0,1,3,B11,8,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,1,57,3,10,3,4,7,9,1,3,2,17,,44,,1,21,,121.5214084,25.08533343
112,12,22,9,27,2,09北投區,北投區承德路6段往南2121279號燈桿,0,0,2,1,C03,7,7,5,60,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,21,2,8,6,1,7,15,1,10,2,15,,42,,1,21,,121.512217,25.101016
112,12,22,9,27,2,09北投區,北投區承德路6段往南2121279號燈桿,0,0,2,2,C03,7,7,5,60,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,70,2,1,5,1,7,21,1,10,2,15,,44,,1,21,,121.512217,25.101016
112,12,22,10,6,2,10文山區,文山區指南路3段34巷電桿編號指南幹73B7227AC76旁,0,0,1,2,,7,6,5,30,11,9,1,4,4,5,13,4,4,10,5,5,2,18,3,0,,,,,,,,,1,,,67,,1,,,121.5795134,24.97890846
112,12,22,10,6,2,10文山區,文山區指南路3段34巷電桿編號指南幹73B7227AC76旁,0,0,1,1,C03,7,6,5,30,11,9,1,4,4,5,13,4,4,10,5,5,2,18,1,29,2,9,5,1,7,9,1,10,1,12,,44,,1,21,,121.5795134,24.97890846
112,12,22,10,17,2,03中山區,中山區民生東路2段159巷與建國北路2段116巷口,0,0,2,1,B03,7,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,15,1,27,3,10,3,4,7,9,1,8,2,8,,72,,1,21,,121.5360461,25.0588125
112,12,22,10,17,2,03中山區,中山區民生東路2段159巷與建國北路2段116巷口,0,0,2,3,H02,7,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,15,2,48,2,9,3,5,7,21,8,20,10,16,,67,,1,21,,121.5360461,25.0588125
112,12,22,10,17,2,03中山區,中山區民生東路2段159巷與建國北路2段116巷口,0,0,2,2,C04,7,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,15,2,20,2,9,3,4,7,9,1,10,2,12,,108,,1,21,,121.5360461,25.0588125
112,12,22,10,17,2,03中山區,中山區民生東路2段159巷與建國北路2段116巷口,0,0,2,4,,7,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,2,15,1,43,3,10,3,4,7,13,1,10,11,17,,38,,1,21,,121.5360461,25.0588125
112,12,22,10,19,2,10文山區,文山區興隆路2段46號,0,0,1,1,B03,7,6,5,50,14,9,1,5,4,5,10,3,1,1,4,5,2,17,1,46,3,10,7,1,7,1,1,8,2,8,,19,,1,21,,121.5464822,24.9990172
112,12,22,10,19,2,10文山區,文山區興隆路2段46號,0,0,1,2,C03,7,6,5,50,14,9,1,5,4,5,10,3,1,1,4,5,2,17,1,46,2,9,5,1,7,9,1,10,2,11,,13,,1,21,,121.5464822,24.9990172
112,12,22,10,30,2,10文山區,文山區興隆路4段與興隆路4段66巷口,0,0,2,2,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,9,4,5,1,17,1,59,2,9,5,1,7,9,1,10,2,12,,44,,1,21,,121.5614838,24.984933
112,12,22,10,30,2,10文山區,文山區興隆路4段與興隆路4段66巷口,0,0,2,1,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,9,4,5,1,17,2,71,2,9,5,1,7,1,1,10,2,11,,19,,1,21,,121.5614838,24.984933
112,12,22,10,36,2,07信義區,信義區忠孝東路5段353號,0,0,1,2,C03,7,7,5,50,14,9,1,5,4,5,13,1,1,3,4,5,2,12,2,26,2,9,3,4,7,9,1,10,1,14,,119,,1,21,,121.5741667,25.0409493
112,12,22,10,36,2,07信義區,信義區忠孝東路5段353號,0,0,1,1,B03,7,7,5,50,14,9,1,5,4,5,13,1,1,3,4,5,2,12,1,42,3,10,3,4,7,8,1,8,1,2,,119,,1,21,,121.5741667,25.0409493
112,12,22,10,45,2,01大同區,大同區重慶北路1段與長安西路口,0,0,1,2,C03,7,6,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,2,32,2,8,6,1,7,9,1,10,1,11,,13,,1,21,,121.5138577,25.0515971
112,12,22,10,45,2,01大同區,大同區重慶北路1段與長安西路口,0,0,1,1,B03,7,6,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,1,54,3,10,7,1,7,15,1,8,1,17,,71,,1,21,,121.5138577,25.0515971
112,12,22,11,2,2,01大同區,大同區安西街與延平北路2段272巷口,0,0,1,1,C03,8,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,58,2,9,5,1,7,9,1,10,1,12,,72,,1,21,,121.5097736,25.06208775
112,12,22,11,2,2,01大同區,大同區安西街與延平北路2段272巷口,0,0,1,2,B03,8,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,36,3,10,7,1,7,9,1,8,1,1,,44,,1,21,,121.5097736,25.06208775
112,12,22,11,10,2,12內湖區,內湖區陽光街55號,0,0,1,1,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,5,5,1,16,1,74,2,8,6,1,7,5,1,10,1,14,,42,,1,21,,121.5868293,25.0766431
112,12,22,11,10,2,12內湖區,內湖區陽光街55號,0,0,1,2,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,5,5,1,16,1,45,3,10,6,1,7,9,1,10,1,11,,42,,1,21,,121.5868293,25.0766431
112,12,22,11,48,2,05中正區,中正區水源路139號,0,0,2,1,B12,7,6,5,50,14,9,1,5,4,5,13,4,4,10,4,5,2,12,1,52,3,10,7,1,7,9,1,8,2,5,,108,,1,21,,121.5163147,25.02314238
112,12,22,11,48,2,05中正區,中正區水源路139號,0,0,2,2,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,10,4,5,2,12,1,72,2,9,5,1,7,9,3,18,2,14,,44,,1,21,,121.5163147,25.02314238
112,12,22,11,48,2,05中正區,中正區水源路139號,0,0,2,3,H02,7,6,5,50,14,9,1,5,4,5,13,4,4,10,4,5,2,12,2,35,2,8,5,5,7,20,8,20,10,16,,67,,1,21,,121.5163147,25.02314238
112,12,22,12,5,2,04大安區,大安區光復南路180巷、廢鐵道口,0,0,2,1,C03,7,7,5,30,4,1,1,2,4,5,13,4,4,1,5,5,2,17,1,24,2,9,6,1,7,5,1,10,1,11,,71,,1,21,,121.5566393,25.0423521
112,12,22,12,5,2,04大安區,大安區光復南路180巷、廢鐵道口,0,0,2,2,C03,7,7,5,30,4,1,1,2,4,5,13,4,4,1,5,5,2,17,1,66,2,9,6,1,7,9,1,10,1,11,,14,,1,21,,121.5566393,25.0423521
112,12,22,12,12,2,07信義區,信義區松勇路29號,0,0,1,1,C03,6,7,5,30,14,9,1,4,4,5,13,4,4,9,5,5,2,13,1,39,2,9,5,4,7,9,1,10,1,11,,13,,1,21,,121.5698009,25.037153
112,12,22,12,12,2,07信義區,信義區松勇路29號,0,0,1,2,B03,6,7,5,30,14,9,1,4,4,5,13,4,4,9,5,5,2,13,1,47,3,10,3,4,7,6,1,8,1,3,,44,,1,21,,121.5698009,25.037153
112,12,22,12,40,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,3,,7,6,5,40,4,1,1,5,4,5,13,1,1,10,5,5,2,17,3,0,,,,,,,,,10,,,67,,1,,,121.5208392,25.0479773
112,12,22,12,40,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,4,H02,7,6,5,40,4,1,1,5,4,5,13,1,1,10,5,5,2,17,2,26,2,9,2,5,7,20,8,20,10,16,,67,,1,22,,121.5208392,25.0479773
112,12,22,12,40,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,1,A41,7,6,5,40,4,1,1,5,4,5,13,1,1,10,5,5,2,17,1,48,,,,,,,,,11,,,119,,2,,,121.5208392,25.0479773
112,12,22,12,40,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,2,2,C03,7,6,5,40,4,1,1,5,4,5,13,1,1,10,5,5,2,17,1,25,2,8,5,1,7,9,1,10,2,11,,44,,1,22,,121.5208392,25.0479773
112,12,22,12,42,2,11南港區,南港區忠孝東路6段與昆陽街157巷口,0,0,1,1,B03,7,7,5,50,5,1,1,5,4,5,13,1,1,1,1,4,2,15,2,38,3,10,7,1,7,15,1,8,1,6,,17,,1,22,,121.5955655,25.0508266
112,12,22,12,42,2,11南港區,南港區忠孝東路6段與昆陽街157巷口,0,0,1,2,C03,7,7,5,50,5,1,1,5,4,5,13,1,1,1,1,4,2,15,1,60,2,9,5,1,7,9,1,10,1,11,,44,,1,22,,121.5955655,25.0508266
112,12,22,13,2,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,3,1,B03,8,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,1,16,1,50,2,1,3,4,7,5,1,8,1,5,,8,,1,22,,121.617947,25.0609429
112,12,22,13,2,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,3,2,B03,8,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,1,16,1,19,2,1,3,4,7,9,1,8,1,8,,86,,1,22,,121.617947,25.0609429
112,12,22,13,2,2,11南港區,南港區經貿一路與經貿二路157巷口,0,0,3,3,H02,8,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,1,16,2,44,2,8,3,5,7,17,8,20,10,17,,67,,1,22,,121.617947,25.0609429
112,12,22,13,13,2,05中正區,中正區羅斯福路1段129號,0,0,2,1,C03,7,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,51,2,8,5,1,7,1,1,10,1,14,,19,,1,22,,121.5202927,25.0301634
112,12,22,13,13,2,05中正區,中正區羅斯福路1段129號,0,0,2,2,C03,7,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,27,2,9,5,1,7,9,1,10,1,12,,44,,1,22,,121.5202927,25.0301634
112,12,22,13,13,2,05中正區,中正區羅斯福路1段129號,0,0,2,3,B03,7,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,40,3,10,7,1,7,14,1,8,1,4,,38,,1,22,,121.5202927,25.0301634
112,12,22,13,23,2,04大安區,大安區師大路12號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,13,1,31,4,11,6,1,7,9,3,18,9,11,,42,,1,22,,121.5283567,25.0252778
112,12,22,13,23,2,04大安區,大安區師大路12號,0,0,1,2,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,13,1,21,2,8,6,1,7,9,1,10,9,13,,101,,1,22,,121.5283567,25.0252778
112,12,22,13,30,2,12內湖區,內湖區成功路2段314號,0,0,1,2,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,2,60,2,8,6,1,7,12,1,10,1,13,,44,,1,21,,121.5905679,25.06701296
112,12,22,13,30,2,12內湖區,內湖區成功路2段314號,0,0,1,3,A02,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,2,54,3,10,7,1,7,1,1,2,1,7,,44,,1,21,,121.5905679,25.06701296
112,12,22,13,30,2,12內湖區,內湖區成功路2段314號,0,0,1,1,B03,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,2,41,3,10,7,1,7,9,1,8,1,5,,16,,1,21,,121.5905679,25.06701296
112,12,22,13,46,2,06松山區,松山區光復北路11巷與八德路4段17巷口,0,0,1,1,H01,7,6,5,30,4,1,1,5,4,5,13,4,4,5,5,5,2,3,1,51,2,9,4,5,8,18,8,20,10,16,,121,,1,21,,121.5584783,25.0493632
112,12,22,13,46,2,06松山區,松山區光復北路11巷與八德路4段17巷口,0,0,1,2,B01,7,6,5,30,4,1,1,5,4,5,13,4,4,5,5,5,2,3,1,60,3,10,3,4,7,9,1,4,2,5,,44,,1,21,,121.5584783,25.0493632
112,12,22,14,20,2,05中正區,中正區中山南路與青島東路口,0,0,1,2,A02,7,6,5,50,4,2,1,5,4,5,13,1,1,1,4,5,2,12,1,57,3,10,7,1,7,9,1,2,2,2,,44,,1,21,,121.5191052,25.0443986
112,12,22,14,20,2,05中正區,中正區中山南路與青島東路口,0,0,1,1,C03,7,6,5,50,4,2,1,5,4,5,13,1,1,1,4,5,2,12,1,80,2,9,6,1,7,15,1,10,2,13,,44,,1,21,,121.5191052,25.0443986
112,12,22,14,27,2,05中正區,中正區杭州南路1段與杭州南路1段11巷口,0,0,1,1,B03,7,6,5,30,4,1,1,5,4,5,13,4,4,10,4,5,2,16,1,32,3,10,2,1,7,6,1,10,2,8,,72,,1,22,,121.5267114,25.04340087
112,12,22,14,27,2,05中正區,中正區杭州南路1段與杭州南路1段11巷口,0,0,1,2,C03,7,6,5,30,4,1,1,5,4,5,13,4,4,10,4,5,2,16,1,28,2,9,5,1,7,9,1,10,2,11,,42,,1,22,,121.5267114,25.04340087
112,12,22,14,36,2,04大安區,大安區建國南路1段(億光大樓停車場旁),0,0,1,1,B03,8,6,5,40,14,9,1,5,4,5,13,4,4,1,4,5,2,16,1,43,3,10,7,1,7,6,1,4,9,2,,9,,1,21,,121.537013,25.0429305
112,12,22,14,36,2,04大安區,大安區建國南路1段(億光大樓停車場旁),0,0,1,2,C03,8,6,5,40,14,9,1,5,4,5,13,4,4,1,4,5,2,16,2,20,2,7,5,1,7,9,1,10,9,14,,108,,1,21,,121.537013,25.0429305
112,12,22,15,48,2,11南港區,南港區南港路2段與興華路口,0,0,2,2,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,5,5,4,2,16,2,22,2,8,5,1,7,9,1,10,1,11,,44,,1,22,,121.6061842,25.0542346
112,12,22,15,48,2,11南港區,南港區南港路2段與興華路口,0,0,2,1,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,5,5,4,2,16,2,48,2,8,5,1,7,5,1,10,1,11,,8,,1,22,,121.6061842,25.0542346
112,12,22,16,15,2,03中山區,中山區北安路與北安路458巷41弄口,0,0,1,3,B02,7,6,5,50,5,1,1,5,4,5,13,2,1,1,5,5,1,17,4,0,,,,,,,,,,,,119,,2,,,121.5471458,25.07985463
112,12,22,16,15,2,03中山區,中山區北安路與北安路458巷41弄口,0,0,1,2,C03,7,6,5,50,5,1,1,5,4,5,13,2,1,1,5,5,1,17,1,26,2,8,3,4,7,9,1,10,1,12,,44,,1,21,,121.5471458,25.07985463
112,12,22,16,15,2,03中山區,中山區北安路與北安路458巷41弄口,0,0,1,1,B03,7,6,5,50,5,1,1,5,4,5,13,2,1,1,5,5,1,17,1,42,3,10,3,4,7,9,1,8,1,15,,80,,1,21,,121.5471458,25.07985463
112,12,22,16,25,2,09北投區,北投區立德路(1208872燈桿),0,0,1,1,B03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,16,2,40,3,10,7,1,7,8,1,8,1,2,,100,,1,21,,121.4715906,25.12506656
112,12,22,16,25,2,09北投區,北投區立德路(1208872燈桿),0,0,1,2,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,16,2,45,2,7,5,1,7,9,1,10,1,14,,44,,1,21,,121.4715906,25.12506656
112,12,22,17,19,2,03中山區,中山區吉林路與錦州街口,0,0,2,2,C03,7,5,5,50,4,1,1,5,4,5,13,2,1,4,4,4,1,17,1,71,2,8,3,4,7,6,1,10,9,14,,100,,1,21,,121.5301798,25.06034607
112,12,22,17,19,2,03中山區,中山區吉林路與錦州街口,0,0,2,1,C03,7,5,5,50,4,1,1,5,4,5,13,2,1,4,4,4,1,17,2,68,2,9,3,4,7,5,1,11,9,12,,100,,1,21,,121.5301798,25.06034607
112,12,22,17,20,2,03中山區,中山區樂群二路與敬業三路口,0,0,1,2,C03,7,5,5,50,4,1,1,5,4,1,13,2,1,1,5,5,1,17,1,21,2,9,3,4,7,9,1,10,1,14,,13,,1,21,,121.5564757,25.08000506
112,12,22,17,20,2,03中山區,中山區樂群二路與敬業三路口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,1,13,2,1,1,5,5,1,17,1,55,3,10,3,4,7,5,1,2,1,15,,74,,1,21,,121.5564757,25.08000506
112,12,22,17,27,2,03中山區,中山區松江路與新生北路1段口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,1,1,5,4,5,2,17,1,45,3,10,7,1,7,6,1,8,1,5,,71,,1,21,,121.5327951,25.04581871
112,12,22,17,27,2,03中山區,中山區松江路與新生北路1段口,0,0,1,2,C04,7,5,5,50,4,1,1,5,4,5,13,1,1,5,4,5,2,17,2,28,2,9,5,1,7,9,1,10,1,14,,44,,1,21,,121.5327951,25.04581871
112,12,22,17,29,2,01大同區,大同區承德路3段與庫倫街口,0,0,1,1,C03,8,5,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,1,47,3,10,5,1,7,9,1,10,2,17,,42,,1,22,,121.5186621,25.0722993
112,12,22,17,29,2,01大同區,大同區承德路3段與庫倫街口,0,0,1,2,C03,8,5,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,1,21,2,8,6,1,7,9,1,10,2,17,,44,,1,22,,121.5186621,25.0722993
112,12,22,17,50,2,11南港區,南港區成美橋與南港路3段口,0,0,1,1,A02,8,5,5,50,5,1,1,5,4,5,13,2,1,4,3,5,2,17,1,51,3,10,3,4,7,6,1,2,2,4,,17,,1,22,,121.5827108,25.0518433
112,12,22,17,50,2,11南港區,南港區成美橋與南港路3段口,0,0,1,2,C03,8,5,5,50,5,1,1,5,4,5,13,2,1,4,3,5,2,17,1,39,2,8,3,4,7,14,1,10,2,12,,17,,1,21,,121.5827108,25.0518433
112,12,22,17,50,2,09北投區,北投區大度路3段296巷與大度路3段口口,0,0,1,1,B03,8,5,5,30,4,1,1,5,4,5,13,3,1,10,5,5,2,15,1,65,3,10,7,1,7,9,1,8,1,7,,80,,1,21,,121.4664064,25.123485
112,12,22,17,50,2,09北投區,北投區大度路3段296巷與大度路3段口口,0,0,1,2,C03,8,5,5,30,4,1,1,5,4,5,13,3,1,10,5,5,2,15,1,61,2,9,5,1,7,9,1,10,1,11,,44,,1,21,,121.4664064,25.123485
112,12,22,18,15,2,09北投區,北投區石牌路2段與石牌路2段90巷口,0,0,1,1,C03,7,5,5,50,3,2,1,4,4,5,13,4,4,5,4,5,2,16,2,20,2,8,5,1,7,5,1,10,1,12,,118,,1,22,,121.5163799,25.11710126
112,12,22,18,15,2,09北投區,北投區石牌路2段與石牌路2段90巷口,0,0,1,2,B03,7,5,5,50,3,2,1,4,4,5,13,4,4,5,4,5,2,16,1,59,3,10,7,1,7,7,1,8,1,8,,44,,1,22,,121.5163799,25.11710126
112,12,22,18,24,2,10文山區,文山區木新路3段與興隆路4段口口,0,0,2,1,C03,8,5,5,50,3,1,1,5,4,5,13,2,1,5,4,5,1,12,1,21,2,8,6,1,7,9,1,10,1,12,,44,,1,25,,121.5626737,24.98218466
112,12,22,18,24,2,10文山區,文山區木新路3段與興隆路4段口口,0,0,2,2,C03,8,5,5,50,3,1,1,5,4,5,13,2,1,5,4,5,1,12,1,54,2,8,6,1,7,9,1,10,1,14,,101,,1,22,,121.5626737,24.98218466
112,12,22,18,30,2,02萬華區,萬華區堤外便道,0,0,1,1,C03,8,5,7,40,14,11,2,5,4,5,13,4,4,9,5,5,2,13,1,16,3,10,5,1,7,12,2,18,1,11,,44,,1,21,,121.5021662,25.0457587
112,12,22,18,30,2,02萬華區,萬華區堤外便道,0,0,1,3,C03,8,5,7,40,14,11,2,5,4,5,13,4,4,9,5,5,2,13,1,43,3,10,5,1,7,12,1,10,1,13,,44,,1,21,,121.5021662,25.0457587
112,12,22,18,30,2,02萬華區,萬華區堤外便道,0,0,1,2,C03,8,5,7,40,14,11,2,5,4,5,13,4,4,9,5,5,2,13,1,35,2,8,5,1,7,12,1,10,1,11,13,44,,1,21,,121.5021662,25.0457587
112,12,22,18,34,2,09北投區,北投區自強街61巷與自強街61巷5弄口,0,0,2,3,B03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,1,15,2,60,3,10,3,4,7,13,1,8,9,2,,44,,1,22,,121.5136965,25.11083764
112,12,22,18,34,2,09北投區,北投區自強街61巷與自強街61巷5弄口,0,0,2,2,C03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,1,15,1,33,2,9,6,1,7,9,1,10,1,11,,14,,1,22,,121.5136965,25.11083764
112,12,22,18,34,2,09北投區,北投區自強街61巷與自強街61巷5弄口,0,0,2,1,C03,8,5,5,30,4,1,1,5,4,3,10,4,4,10,5,5,1,15,2,42,2,9,6,1,7,9,1,10,1,12,,75,,1,22,,121.5136965,25.11083764
112,12,22,18,37,2,05中正區,中正區公園路20巷14號對面,0,0,1,1,C03,6,5,5,30,14,9,1,4,4,5,13,4,4,10,5,5,2,8,1,29,3,10,5,1,7,2,1,10,2,13,,12,,1,21,,121.5163817,25.0451346
112,12,22,18,37,2,05中正區,中正區公園路20巷14號對面,0,0,1,2,H01,6,5,5,30,14,9,1,4,4,5,13,4,4,10,5,5,2,8,2,70,2,9,4,5,8,17,8,20,10,16,,67,,1,21,,121.5163817,25.0451346
112,12,22,18,49,2,03中山區,中山區吉林路與吉林路108巷口,0,0,1,2,C03,7,5,5,50,4,2,1,5,4,3,13,4,4,5,4,4,2,17,1,26,2,9,6,1,7,9,1,10,1,14,,116,,1,21,,121.5300942,25.0533512
112,12,22,18,49,2,03中山區,中山區吉林路與吉林路108巷口,0,0,1,3,A05,7,5,5,50,4,2,1,5,4,3,13,4,4,5,4,4,2,17,4,0,4,11,3,4,7,21,7,19,11,17,,119,,2,21,,121.5300942,25.0533512
112,12,22,18,49,2,03中山區,中山區吉林路與吉林路108巷口,0,0,1,1,B03,7,5,5,50,4,2,1,5,4,3,13,4,4,5,4,4,2,17,4,0,4,11,3,4,7,6,7,19,11,17,,119,,2,22,,121.5300942,25.0533512
112,12,22,18,54,2,01大同區,大同區環河北路1段與南京西路口,0,0,1,1,B03,8,5,5,40,3,1,1,5,4,5,13,2,1,10,4,2,2,16,2,49,3,10,3,4,7,6,1,8,2,2,,86,,1,21,,121.5075613,25.0536816
112,12,22,18,54,2,01大同區,大同區環河北路1段與南京西路口,0,0,1,2,C03,8,5,5,40,3,1,1,5,4,5,13,2,1,10,4,2,2,16,1,31,2,9,3,4,7,9,1,10,2,11,,14,,1,21,,121.5075613,25.0536816
112,12,22,18,55,2,05中正區,中正區汀州路2段與師大路口,0,0,1,2,C03,7,5,5,50,4,1,1,5,4,5,13,1,1,5,5,5,2,16,2,34,2,8,6,1,7,9,1,10,1,14,,44,,1,22,,121.5252099,25.0211288
112,12,22,18,55,2,05中正區,中正區汀州路2段與師大路口,0,0,1,1,A12,7,5,5,50,4,1,1,5,4,5,13,1,1,5,5,5,2,16,1,46,3,10,7,1,7,6,1,3,1,2,,9,,1,27,,121.5252099,25.0211288
112,12,22,19,0,2,05中正區,中正區館前路12號,0,0,1,2,C03,8,5,5,0,14,9,1,5,4,5,13,4,4,10,4,5,2,17,1,37,2,8,5,1,7,8,1,10,1,12,,108,,1,22,,121.5149742,25.04568718
112,12,22,19,0,2,05中正區,中正區館前路12號,0,0,1,1,B03,8,5,5,0,14,9,1,5,4,5,13,4,4,10,4,5,2,17,1,51,3,10,7,1,7,14,1,8,1,7,,42,,1,22,,121.5149742,25.04568718
112,12,22,19,1,2,01大同區,大同區承德路2段與承德路2段91巷口,0,0,1,1,C03,7,5,5,30,3,1,1,5,4,5,13,4,4,1,4,5,2,17,1,36,3,10,6,1,7,9,1,10,1,11,,99,,1,21,,121.5183455,25.0562589
112,12,22,19,1,2,01大同區,大同區承德路2段與承德路2段91巷口,0,0,1,2,F01,7,5,5,30,3,1,1,5,4,5,13,4,4,1,4,5,2,17,2,67,2,8,4,1,7,9,8,20,1,14,,88,,1,21,,121.5183455,25.0562589
112,12,22,19,5,2,06松山區,松山區健康路133號,0,0,1,2,,7,5,5,40,14,8,1,5,4,5,13,3,1,1,3,4,2,27,3,0,,,,,,,,,10,,,67,,1,,,121.5593078,25.0539326
112,12,22,19,5,2,06松山區,松山區健康路133號,0,0,1,1,C03,7,5,5,40,14,8,1,5,4,5,13,3,1,1,3,4,2,27,2,44,2,9,5,1,7,9,1,10,1,11,,16,,1,21,,121.5593078,25.0539326
112,12,22,19,6,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,2,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,4,3,4,2,13,1,32,3,10,6,1,7,12,1,10,1,13,,44,,1,21,,121.5127517,25.03877214
112,12,22,19,6,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,4,3,4,2,13,1,31,2,7,6,1,7,9,1,10,1,11,,108,,1,21,,121.5127517,25.03877214
112,12,22,19,10,2,04大安區,大安區大安路1段與四維路44巷口,0,0,3,1,C03,7,5,5,50,3,2,1,5,4,3,10,4,4,10,4,4,2,17,2,35,2,9,6,1,7,9,1,10,1,12,,14,,1,21,,121.5460323,25.03554018
112,12,22,19,10,2,04大安區,大安區大安路1段與四維路44巷口,0,0,3,2,F01,7,5,5,50,3,2,1,5,4,3,10,4,4,10,4,4,2,17,1,79,2,9,4,1,7,9,8,20,1,11,,4,,1,21,,121.5460323,25.03554018
112,12,22,19,10,2,04大安區,大安區大安路1段與四維路44巷口,0,0,3,3,H02,7,5,5,50,3,2,1,5,4,3,10,4,4,10,4,4,2,17,2,4,2,9,6,5,7,20,8,20,10,16,,67,,1,21,,121.5460323,25.03554018
112,12,22,19,10,2,04大安區,大安區大安路1段與四維路44巷口,0,0,3,4,B03,7,5,5,50,3,2,1,5,4,3,10,4,4,10,4,4,2,17,3,67,,,,,,,,,11,,,67,,1,,,121.5460323,25.03554018
112,12,22,19,22,2,10文山區,文山區羅斯福路6段與羅斯福路6段166巷口口附近,0,0,1,1,C03,8,5,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,2,29,2,9,5,1,7,9,1,10,1,11,,108,,1,21,,121.5410886,24.9946884
112,12,22,19,22,2,10文山區,文山區羅斯福路6段與羅斯福路6段166巷口口附近,0,0,1,2,C03,8,5,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,1,39,3,10,5,1,7,12,1,10,1,13,,44,,1,21,,121.5410886,24.9946884
112,12,22,19,22,2,10文山區,文山區羅斯福路6段與羅斯福路6段166巷口口附近,0,0,1,3,B03,8,5,5,50,4,2,1,5,4,5,13,2,1,1,4,5,2,17,1,33,3,10,7,1,7,8,1,8,1,17,,101,,1,21,,121.5410886,24.9946884
