發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
112,1,1,0,46,2,04大安區,大安區仁愛路4段與忠孝東路4段216巷口,0,0,1,2,C03,6,3,5,50,4,2,1,4,4,5,7,2,1,3,4,5,2,9,1,34,2,9,1,1,7,9,1,10,2,14,,23,,1,22,9,121.5530417,25.0379661
112,1,1,0,46,2,04大安區,大安區仁愛路4段與忠孝東路4段216巷口,0,0,1,1,H01,6,3,5,50,4,2,1,4,4,5,7,2,1,3,4,5,2,9,1,24,3,10,4,5,8,16,8,20,10,16,,60,,1,22,9,121.5530417,25.0379661
112,1,1,0,50,2,12內湖區,內湖區成功交流道圓環東南角,0,0,2,1,B03,6,3,5,50,14,9,1,4,4,5,7,1,1,1,3,5,2,12,1,48,3,10,1,1,7,7,1,8,1,2,,7,,1,22,9,121.5908622,25.06414429
112,1,1,0,50,2,12內湖區,內湖區成功交流道圓環東南角,0,0,2,2,C03,6,3,5,50,14,9,1,4,4,5,7,1,1,1,3,5,2,12,1,22,2,7,1,1,7,7,1,10,1,14,,7,,1,22,9,121.5908622,25.06414429
112,1,1,0,50,2,12內湖區,內湖區成功交流道圓環東南角,0,0,2,3,H02,6,3,5,50,14,9,1,4,4,5,7,1,1,1,3,5,2,12,2,22,2,8,4,5,7,21,8,20,10,15,,67,,1,22,9,121.5908622,25.06414429
112,1,1,1,16,2,01大同區,大同區南京西路67號,0,0,1,2,C03,6,3,5,50,14,8,1,4,4,5,7,4,4,1,4,4,2,17,2,27,2,9,3,4,7,9,1,10,2,12,,42,,1,22,9,121.5188056,25.05308239
112,1,1,1,16,2,01大同區,大同區南京西路67號,0,0,1,1,B01,6,3,5,50,14,8,1,4,4,5,7,4,4,1,4,4,2,17,1,63,4,11,3,4,7,10,7,19,11,15,,7,,2,22,9,121.5188056,25.05308239
112,1,1,1,16,2,11南港區,南港區南港路2段與向陽路口,0,0,1,2,C03,6,3,5,50,4,1,1,4,4,5,7,1,1,1,2,5,2,11,1,22,2,9,1,1,7,9,1,10,2,11,,44,,1,22,9,121.5946787,25.0543921
112,1,1,1,16,2,11南港區,南港區南港路2段與向陽路口,0,0,1,1,B01,6,3,5,50,4,1,1,4,4,5,7,1,1,1,2,5,2,11,1,64,3,10,1,1,7,5,1,4,2,6,,25,,1,22,9,121.5946787,25.0543921
112,1,1,2,0,2,04大安區,大安區和平東路2段與建國南路2段口,0,0,1,1,B01,6,3,5,50,4,1,1,4,4,5,7,1,1,1,5,5,1,12,1,52,3,10,1,1,7,6,1,4,2,5,,6,,1,22,9,121.5375815,25.0258248
112,1,1,2,0,2,04大安區,大安區和平東路2段與建國南路2段口,0,0,1,2,F01,6,3,5,50,4,1,1,4,4,5,7,1,1,1,5,5,1,12,2,56,2,9,1,1,7,9,8,20,2,16,,44,,1,22,9,121.5375815,25.0258248
112,1,1,2,25,2,05中正區,中正區金山南路1段與臨沂街6巷口迴轉道,0,0,1,2,C03,6,3,5,50,4,1,1,4,4,5,7,4,4,10,4,5,2,12,1,33,2,9,1,1,7,9,1,10,2,12,,44,,1,22,9,121.5298123,25.04260568
112,1,1,2,25,2,05中正區,中正區金山南路1段與臨沂街6巷口迴轉道,0,0,1,1,B03,6,3,5,50,4,1,1,4,4,5,7,4,4,10,4,5,2,12,1,49,3,10,1,1,7,5,1,8,2,4,,44,,1,22,9,121.5298123,25.04260568
112,1,1,2,52,2,03中山區,中山區民權東路2段178號,0,0,1,1,B01,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,12,1,47,3,10,3,4,7,8,1,4,1,2,,7,,1,22,9,121.5354574,25.0623383
112,1,1,2,52,2,03中山區,中山區民權東路2段178號,0,0,1,2,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,12,2,21,2,7,3,4,7,9,1,10,1,14,,44,,1,22,9,121.5354574,25.0623383
112,1,1,2,52,2,03中山區,中山區民權東路2段178號,0,0,1,3,B03,6,3,5,50,14,9,1,4,4,5,7,4,4,1,4,5,2,12,2,47,3,10,3,4,7,13,1,8,9,4,,38,,1,22,9,121.5354574,25.0623383
112,1,1,5,20,2,08士林區,士林區重陽橋機車道往士林,0,0,2,1,C03,6,3,5,40,8,11,1,4,4,5,7,4,4,1,5,1,2,17,1,42,2,8,1,1,7,9,1,10,1,12,,23,,1,22,9,121.5042765,25.08531172
112,1,1,5,20,2,08士林區,士林區重陽橋機車道往士林,0,0,2,2,F01,6,3,5,40,8,11,1,4,4,5,7,4,4,1,5,1,2,17,2,73,2,9,1,1,7,9,8,20,1,16,,44,,1,22,9,121.5042765,25.08531172
112,1,1,5,53,2,05中正區,中正區林森北路11號,0,0,1,2,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,12,1,33,2,9,1,1,7,7,6,18,1,14,,7,,1,22,9,121.5237556,25.04620013
112,1,1,5,53,2,05中正區,中正區林森北路11號,0,0,1,1,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,12,1,18,3,10,1,1,7,9,1,10,3,12,,23,,1,22,9,121.5237556,25.04620013
112,1,1,6,40,2,05中正區,中正區汀州路2段與重慶南路3段83巷口口,0,0,2,1,C03,6,1,5,30,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,48,2,8,1,1,7,5,1,10,2,11,,6,,1,22,9,121.5170068,25.02552668
112,1,1,6,40,2,05中正區,中正區汀州路2段與重慶南路3段83巷口口,0,0,2,2,C03,6,1,5,30,14,9,1,4,4,5,7,4,4,9,4,5,2,12,1,29,2,8,1,1,7,9,1,10,2,11,,42,,1,22,9,121.5170068,25.02552668
112,1,1,7,20,2,04大安區,大安區和平東路3段與和平東路3段212巷口,0,0,1,1,B03,6,1,5,30,3,1,1,4,4,5,7,4,4,10,5,5,2,17,1,57,3,10,1,1,7,6,1,8,2,2,,9,,1,21,8,121.5541829,25.02262539
112,1,1,7,20,2,04大安區,大安區和平東路3段與和平東路3段212巷口,0,0,1,2,F01,6,1,5,30,3,1,1,4,4,5,7,4,4,10,5,5,2,17,2,69,2,9,1,1,7,11,8,20,2,16,,23,,1,21,8,121.5541829,25.02262539
112,1,1,7,50,2,12內湖區,內湖區內湖路2段396號,0,0,2,1,C02,6,1,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,3,1,37,2,8,1,1,7,9,1,9,2,14,,44,,1,22,9,121.5915125,25.08294946
112,1,1,7,50,2,12內湖區,內湖區內湖路2段396號,0,0,2,2,H01,6,1,5,50,3,1,1,4,4,5,7,4,4,9,5,5,2,3,2,29,2,9,4,5,8,18,8,20,10,16,,51,,1,22,9,121.5915125,25.08294946
112,1,1,8,20,2,03中山區,中山區新生北路1段51號,0,0,1,1,C03,6,1,5,50,14,9,1,4,4,5,7,1,1,1,4,5,2,13,1,25,2,9,1,1,7,9,6,18,2,11,,23,,1,22,9,121.5296374,25.0478343
112,1,1,8,20,2,03中山區,中山區新生北路1段51號,0,0,1,2,E03,6,1,5,50,14,9,1,4,4,5,7,1,1,1,4,5,2,13,1,23,3,10,1,1,7,14,1,8,2,6,,44,,1,22,9,121.5296374,25.0478343
112,1,1,8,58,2,12內湖區,內湖區民權東路6段與成功路2段口,0,0,3,1,C03,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,1,35,2,9,1,1,7,8,7,19,2,13,,6,,1,22,9,121.5908288,25.06891014
112,1,1,8,58,2,12內湖區,內湖區民權東路6段與成功路2段口,0,0,3,2,C03,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,2,22,2,8,1,1,7,9,1,10,2,14,,44,,1,22,9,121.5908288,25.06891014
112,1,1,8,58,2,12內湖區,內湖區民權東路6段與成功路2段口,0,0,3,3,H02,7,1,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,12,2,40,2,8,1,1,7,20,8,20,10,16,,67,,1,22,9,121.5908288,25.06891014
112,1,1,10,17,2,10文山區,文山區木柵路4段157-1號對面,0,0,1,1,B12,7,1,5,50,14,12,1,5,4,5,7,4,4,5,4,5,2,17,1,61,3,10,1,1,7,1,1,8,1,8,,19,,1,22,9,121.5755794,24.9995131
112,1,1,10,17,2,10文山區,文山區木柵路4段157-1號對面,0,0,1,3,B03,7,1,5,50,14,12,1,5,4,5,7,4,4,5,4,5,2,17,1,61,3,10,3,4,7,13,1,8,1,15,,42,,1,22,9,121.5755794,24.9995131
112,1,1,10,17,2,10文山區,文山區木柵路4段157-1號對面,0,0,1,4,B03,7,1,5,50,14,12,1,5,4,5,7,4,4,5,4,5,2,17,1,61,3,10,3,4,7,13,1,8,1,15,,42,,1,22,9,121.5755794,24.9995131
112,1,1,10,17,2,10文山區,文山區木柵路4段157-1號對面,0,0,1,2,C03,7,1,5,50,14,12,1,5,4,5,7,4,4,5,4,5,2,17,2,63,2,9,1,1,7,9,1,10,1,12,,44,,1,22,9,121.5755794,24.9995131
112,1,1,10,30,2,09北投區,北投區大業路125號停車格,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,2,1,1,4,5,2,13,2,23,2,7,1,1,7,9,4,10,1,11,,16,,1,22,9,121.5008321,25.1370633
112,1,1,10,30,2,09北投區,北投區大業路125號停車格,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,62,3,10,1,1,7,9,1,8,1,7,,44,,1,22,9,121.5008321,25.1370633
112,1,1,10,51,2,05中正區,中正區信義路2段151號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,49,2,9,1,1,7,9,1,9,2,11,,42,,1,2,3,121.5285151,25.03408303
112,1,1,10,51,2,05中正區,中正區信義路2段151號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,35,3,10,1,1,7,1,1,8,2,15,,19,,1,22,5,121.5285151,25.03408303
112,1,1,11,0,2,03中山區,中山區樂群三路285號,0,0,1,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,1,37,3,10,1,1,7,6,1,8,1,6,,9,,1,22,9,121.559132,25.0826209
112,1,1,11,0,2,03中山區,中山區樂群三路285號,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,1,24,2,8,1,1,7,9,1,10,1,11,,44,,1,22,9,121.559132,25.0826209
112,1,1,11,12,2,03中山區,中山區北安路與劍南路口,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,5,2,13,2,64,3,10,1,1,7,9,1,8,2,5,,23,,1,22,9,121.5540503,25.085435
112,1,1,11,12,2,03中山區,中山區北安路與劍南路口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,1,4,5,2,13,1,24,2,8,1,1,7,14,1,10,2,13,,44,,1,22,9,121.5540503,25.085435
112,1,1,11,30,2,08士林區,士林區延平北路5段41號,0,0,1,1,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,72,4,11,3,4,7,15,7,19,9,15,,43,,2,22,9,121.5108406,25.08015328
112,1,1,11,30,2,08士林區,士林區延平北路5段41號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,69,2,9,1,1,7,9,4,8,9,14,,43,,1,22,9,121.5108406,25.08015328
112,1,1,11,40,2,08士林區,士林區仰德大道4段與仁民路口,0,0,1,2,C03,8,1,5,40,3,1,1,5,4,5,7,4,4,5,4,5,1,16,2,19,2,8,3,4,7,9,1,10,2,11,,23,,2,22,9,121.5458659,25.13394197
112,1,1,11,40,2,08士林區,士林區仰德大道4段與仁民路口,0,0,1,1,A05,8,1,5,40,3,1,1,5,4,5,7,4,4,5,4,5,1,16,1,57,3,10,3,4,7,5,1,2,2,2,,8,,1,22,9,121.5458659,25.13394197
112,1,1,11,43,2,05中正區,中正區仁愛路2段97-1號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,64,2,8,1,1,7,15,1,10,2,13,,44,,1,22,9,121.5322519,25.038298
112,1,1,11,43,2,05中正區,中正區仁愛路2段97-1號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,33,3,10,1,1,7,9,1,8,2,5,,23,,1,22,9,121.5322519,25.038298
112,1,1,12,10,2,04大安區,大安區基隆路2段與光復南路口,0,0,1,1,C03,7,1,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,12,1,74,2,9,1,1,7,9,1,10,1,12,,23,,1,22,9,121.5573127,25.0294696
112,1,1,12,10,2,04大安區,大安區基隆路2段與光復南路口,0,0,1,2,B01,7,1,5,50,3,2,1,5,4,5,7,4,4,1,4,5,2,12,1,64,3,10,1,1,7,9,1,4,1,8,,6,,1,22,9,121.5573127,25.0294696
112,1,1,12,25,2,05中正區,中正區重慶南路1段與開封街1段口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,12,1,33,3,10,1,1,7,5,1,10,1,14,,8,,1,22,5,121.5132953,25.0460557
112,1,1,12,25,2,05中正區,中正區重慶南路1段與開封街1段口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,12,1,49,2,9,1,1,7,9,1,10,1,11,,44,,1,4,4,121.5132953,25.0460557
112,1,1,12,25,2,05中正區,中正區重慶南路1段與開封街1段口,0,0,2,3,H02,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,12,2,29,2,8,1,5,7,20,8,20,10,16,,67,,1,22,5,121.5132953,25.0460557
112,1,1,13,45,2,08士林區,士林區中正路與志成街口,0,0,2,1,B03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,1,16,2,43,3,10,1,1,7,5,1,8,1,1,,8,,1,22,9,121.5302668,25.09627484
112,1,1,13,45,2,08士林區,士林區中正路與志成街口,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,1,16,1,55,2,9,1,1,7,9,1,10,1,14,,14,,1,22,9,121.5302668,25.09627484
112,1,1,13,45,2,08士林區,士林區中正路與志成街口,0,0,2,3,H02,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,1,16,2,60,2,9,1,5,7,21,8,20,10,16,,67,,1,22,9,121.5302668,25.09627484
112,1,1,14,38,2,06松山區,松山區敦化北路與南京東路4段口2號停車場出入口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,3,1,9,4,4,2,17,1,31,3,10,1,1,7,6,1,8,1,6,,9,,1,22,9,121.5491898,25.05001205
112,1,1,14,38,2,06松山區,松山區敦化北路與南京東路4段口2號停車場出入口,0,0,1,2,C04,8,1,5,50,3,1,1,5,4,5,7,3,1,9,4,4,2,17,1,34,2,9,1,1,7,9,1,11,1,11,,23,,1,22,9,121.5491898,25.05001205
112,1,1,14,40,2,01大同區,大同區民權西路往東(6號出口旁),0,0,1,1,B03,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,2,26,4,11,3,4,7,1,7,19,11,15,,19,,2,22,9,121.5186555,25.06282859
112,1,1,14,40,2,01大同區,大同區民權西路往東(6號出口旁),0,0,1,2,C04,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,1,66,4,11,3,4,7,15,7,19,11,15,,43,,2,22,9,121.5186555,25.06282859
112,1,1,14,40,2,01大同區,大同區民權西路往東(6號出口旁),0,0,1,3,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,1,27,2,9,1,1,7,9,1,10,1,14,,42,,1,22,9,121.5186555,25.06282859
112,1,1,14,40,2,01大同區,大同區民權西路往東(6號出口旁),0,0,1,4,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,2,29,3,10,1,3,7,9,1,10,1,13,,44,,1,22,9,121.5186555,25.06282859
112,1,1,14,40,2,01大同區,大同區民權西路往東(6號出口旁),0,0,1,5,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,17,1,44,3,10,1,1,7,9,1,10,1,12,,44,,1,22,9,121.5186555,25.06282859
112,1,1,14,49,2,05中正區,中正區臨沂街61巷16-8號,0,0,2,1,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,54,3,10,1,1,7,14,1,8,2,4,,38,,1,22,9,121.5299623,25.0365566
112,1,1,14,49,2,05中正區,中正區臨沂街61巷16-8號,0,0,2,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,33,2,8,1,1,7,9,1,10,2,15,,44,,1,22,9,121.5299623,25.0365566
112,1,1,14,49,2,05中正區,中正區臨沂街61巷16-8號,0,0,2,3,H02,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,2,78,3,10,4,5,7,19,8,20,10,16,,67,,1,22,9,121.5299623,25.0365566
112,1,1,14,49,2,05中正區,中正區臨沂街61巷16-8號,0,0,2,4,H02,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,32,2,8,4,5,7,20,8,20,10,16,,67,,1,22,9,121.5299623,25.0365566
112,1,1,14,49,2,05中正區,中正區臨沂街61巷16-8號,0,0,2,5,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,12,1,49,3,10,1,1,7,13,1,8,11,2,,44,,1,22,9,121.5299623,25.0365566
112,1,1,15,20,2,12內湖區,內湖區內湖路2段與無名巷口(217號旁),0,0,1,2,C04,8,1,5,30,3,1,1,5,4,5,7,4,4,9,5,5,2,16,2,71,2,9,1,1,7,9,1,6,1,12,,44,,1,22,9,121.5887876,25.08164781
112,1,1,15,20,2,12內湖區,內湖區內湖路2段與無名巷口(217號旁),0,0,1,1,B03,8,1,5,30,3,1,1,5,4,5,7,4,4,9,5,5,2,16,1,22,3,10,1,1,7,5,1,8,1,1,,6,,1,22,9,121.5887876,25.08164781
112,1,1,15,20,2,09北投區,北投區立德路與立德路159巷口,0,0,1,2,C03,7,1,5,50,4,1,1,5,4,5,7,4,4,10,4,5,2,16,1,18,2,7,1,1,7,9,1,10,1,11,,44,,1,22,9,121.4729671,25.12867556
112,1,1,15,20,2,09北投區,北投區立德路與立德路159巷口,0,0,1,1,B03,7,1,5,50,4,1,1,5,4,5,7,4,4,10,4,5,2,16,2,49,3,10,1,1,7,11,1,8,1,4,,10,,1,22,9,121.4729671,25.12867556
112,1,1,15,30,2,02萬華區,萬華區萬大路277巷與西藏路125巷口口,0,0,1,1,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,1,70,2,9,3,4,7,5,1,10,1,12,,8,,1,22,9,121.5035492,25.02572268
112,1,1,15,30,2,02萬華區,萬華區萬大路277巷與西藏路125巷口口,0,0,1,2,B03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,1,41,3,10,3,4,7,9,1,8,1,8,,44,,1,22,9,121.5035492,25.02572268
112,1,1,15,43,2,03中山區,中山區吉林路447巷與德惠街167巷口,0,0,1,2,C03,7,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,2,58,2,9,1,1,7,9,1,10,1,11,,6,,1,22,9,121.5318324,25.0673399
112,1,1,15,43,2,03中山區,中山區吉林路447巷與德惠街167巷口,0,0,1,3,B03,7,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,1,53,3,10,3,4,7,13,7,19,11,15,,38,,1,22,9,121.5318324,25.0673399
112,1,1,15,43,2,03中山區,中山區吉林路447巷與德惠街167巷口,0,0,1,1,C03,7,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,15,1,53,4,11,3,4,7,15,7,19,11,15,,44,,2,22,9,121.5318324,25.0673399
112,1,1,15,45,2,04大安區,大安區和平東路3段與敦化南路2段口,0,0,1,1,C03,7,1,5,50,14,9,1,5,4,5,7,2,1,10,5,5,1,12,1,31,3,10,1,1,7,7,1,10,1,11,,42,,1,22,9,121.5489633,25.02442919
112,1,1,15,45,2,04大安區,大安區和平東路3段與敦化南路2段口,0,0,1,2,C03,7,1,5,50,14,9,1,5,4,5,7,2,1,10,5,5,1,12,1,48,2,9,1,1,7,9,1,10,1,11,,44,,1,22,9,121.5489633,25.02442919
112,1,1,17,21,2,05中正區,中正區延平南路115號,0,0,2,2,C03,8,2,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,2,50,2,9,1,1,7,9,1,10,2,11,,44,,1,22,9,121.5094534,25.0411845
112,1,1,17,21,2,05中正區,中正區延平南路115號,0,0,2,1,C03,8,2,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,1,19,3,10,1,1,7,7,1,10,2,13,,7,,1,22,9,121.5094534,25.0411845
112,1,1,17,21,2,05中正區,中正區延平南路115號,0,0,2,3,H02,8,2,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,16,2,75,2,8,4,5,7,20,8,20,10,16,,67,,1,22,9,121.5094534,25.0411845
112,1,1,17,24,2,02萬華區,萬華區青年路56號第九號停車格旁,0,0,1,1,C03,7,2,5,30,14,9,1,5,4,5,7,4,4,5,5,5,2,17,1,39,2,9,1,1,7,9,3,18,3,14,,13,,1,22,9,121.5033633,25.02494778
112,1,1,17,24,2,02萬華區,萬華區青年路56號第九號停車格旁,0,0,1,2,B03,7,2,5,30,14,9,1,5,4,5,7,4,4,5,5,5,2,17,1,47,3,10,3,1,7,13,1,8,1,4,,44,,1,22,9,121.5033633,25.02494778
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,2,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,2,31,2,9,1,1,7,9,1,10,2,11,,23,,1,21,5,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,3,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,1,25,3,10,3,1,7,13,1,10,9,13,,44,,1,21,5,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,4,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,3,0,,,,,,,,,,,,67,,1,,,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,5,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,3,0,,,,,,,,,,,,67,,1,,,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,6,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,3,0,,,,,,,,,9,,,67,,1,,,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,7,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,3,0,,,,,,,,,9,,,67,,1,,,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,8,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,3,0,,,,,,,,,,,,67,,1,,,121.5095982,25.0451837
112,1,1,17,33,2,05中正區,中正區漢口街1段134號旁,0,0,2,1,C03,6,3,5,50,14,9,1,4,4,5,7,4,4,9,4,5,1,16,1,33,2,9,1,1,7,7,1,10,2,14,,7,,1,21,5,121.5095982,25.0451837
112,1,1,17,40,2,10文山區,文山區木柵路2段138巷與興隆路4段101巷口,0,0,2,2,B03,7,3,5,30,4,1,1,5,4,5,7,3,1,5,5,5,2,16,2,56,3,10,1,1,7,9,1,8,1,4,,44,,1,22,9,121.5620331,24.98832549
112,1,1,17,40,2,10文山區,文山區木柵路2段138巷與興隆路4段101巷口,0,0,2,3,H02,7,3,5,30,4,1,1,5,4,5,7,3,1,5,5,5,2,16,2,23,2,9,4,5,7,17,8,20,10,16,,67,,1,22,9,121.5620331,24.98832549
112,1,1,17,40,2,10文山區,文山區木柵路2段138巷與興隆路4段101巷口,0,0,2,1,C03,7,3,5,30,4,1,1,5,4,5,7,3,1,5,5,5,2,16,1,24,2,9,1,1,7,9,1,10,1,11,,25,,1,22,9,121.5620331,24.98832549
112,1,1,18,15,2,03中山區,中山區樂群二路與敬業三路口,0,0,2,1,B01,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,17,1,42,3,10,1,1,7,5,1,4,1,6,,8,,1,22,9,121.5562777,25.0799029
112,1,1,18,15,2,03中山區,中山區樂群二路與敬業三路口,0,0,2,2,C03,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,17,1,24,2,1,1,1,7,9,1,10,1,11,,14,,1,22,9,121.5562777,25.0799029
112,1,1,18,15,2,03中山區,中山區樂群二路與敬業三路口,0,0,2,3,H02,7,3,5,50,4,1,1,5,4,5,7,1,1,1,4,5,1,17,2,25,2,7,1,5,7,21,8,20,10,16,,67,,1,22,9,121.5562777,25.0799029
112,1,1,18,32,2,09北投區,北投區公館路376巷與公館路口,0,0,1,1,B03,8,3,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,16,1,61,3,10,3,4,7,5,1,8,2,1,,6,,1,22,9,121.5038635,25.12284568
112,1,1,18,32,2,09北投區,北投區公館路376巷與公館路口,0,0,1,2,C03,8,3,5,50,3,1,1,5,4,5,7,4,4,5,4,5,2,16,1,44,2,9,3,4,7,9,1,10,2,11,,44,,1,22,9,121.5038635,25.12284568
112,1,1,18,50,2,08士林區,士林區文林路與大東路口,0,0,1,1,C03,6,3,5,50,3,2,1,4,4,5,7,4,4,5,5,5,2,17,2,22,2,9,1,1,7,9,1,10,1,12,,2,,1,22,9,121.5249933,25.0937015
112,1,1,18,50,2,08士林區,士林區文林路與大東路口,0,0,1,2,B01,6,3,5,50,3,2,1,4,4,5,7,4,4,5,5,5,2,17,1,53,3,10,1,1,7,9,1,4,1,8,,2,,1,22,9,121.5249933,25.0937015
112,1,1,19,20,2,08士林區,士林區故宮路北往南第002號燈桿前,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,16,1,59,3,10,3,4,7,9,1,10,1,14,,44,,1,22,9,121.5483092,25.09565353
112,1,1,19,20,2,08士林區,士林區故宮路北往南第002號燈桿前,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,16,2,54,2,8,3,5,7,20,8,20,10,16,,67,,1,22,9,121.5483092,25.09565353
112,1,1,19,20,2,08士林區,士林區故宮路北往南第002號燈桿前,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,16,1,55,3,10,3,4,7,8,1,8,1,6,,7,,1,22,9,121.5483092,25.09565353
112,1,1,19,40,2,04大安區,大安區四維路170巷與和平東路3段1巷口,0,0,1,2,C03,6,3,5,30,3,1,1,4,4,5,7,4,4,9,5,5,2,17,1,32,2,8,1,1,7,9,1,10,1,15,,42,,1,22,9,121.5469129,25.0282267
112,1,1,19,40,2,04大安區,大安區四維路170巷與和平東路3段1巷口,0,0,1,1,B03,6,3,5,30,3,1,1,4,4,5,7,4,4,9,5,5,2,17,1,41,3,10,1,1,7,5,1,8,1,15,,6,,1,22,9,121.5469129,25.0282267
