發生年度,發生月,發生日,發生時-Hours,發生分,處理別-編號,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,安全帽,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,座標-X,座標-Y
111,1,1,19,10,2,01大同區,大同區民生西路251號,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,1,60,3,10,3,4,7,11,1,8,2,4,,26,26,1,22,9,121.5146782,25.05702471
111,1,1,19,10,2,01大同區,大同區民生西路251號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,1,24,2,9,1,1,7,9,1,10,2,11,,44,26,1,22,9,121.5146782,25.05702471
111,1,1,19,43,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,1,C03,8,2,5,40,4,2,1,5,4,5,7,1,1,9,4,5,2,17,1,68,3,10,1,4,7,7,1,10,1,13,,7,7,1,22,9,121.5241945,25.0476987
111,1,1,19,43,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,2,C03,8,2,5,40,4,2,1,5,4,5,7,1,1,9,4,5,2,17,1,42,2,8,1,4,7,9,1,10,1,11,,13,7,1,22,9,121.5241945,25.0476987
111,1,1,19,46,2,04大安區,大安區羅斯福路3段55號,0,0,2,1,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,47,3,10,1,1,7,1,1,8,1,8,,19,19,1,22,9,121.5256615,25.02305159
111,1,1,19,46,2,04大安區,大安區羅斯福路3段55號,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,1,50,2,9,1,1,7,9,1,10,1,12,,44,19,1,22,9,121.5256615,25.02305159
111,1,1,19,46,2,04大安區,大安區羅斯福路3段55號,0,0,2,3,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,2,47,2,9,4,5,7,21,8,20,10,15,,67,19,1,22,9,121.5256615,25.02305159
111,1,1,20,49,2,01大同區,大同區環河北路2段南往北(汙水處理廠旁),0,0,1,1,B12,7,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,66,3,10,3,4,7,8,1,8,2,5,,7,7,1,22,9,121.5089709,25.07460237
111,1,1,20,49,2,01大同區,大同區環河北路2段南往北(汙水處理廠旁),0,0,1,2,B03,7,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,34,2,7,3,4,7,9,1,8,2,7,,44,7,1,22,9,121.5089709,25.07460237
111,1,1,21,20,2,06松山區,松山區民權東路3段與民權東路3段153巷口,0,0,2,1,C03,8,3,5,50,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,34,2,9,1,1,7,8,1,10,2,13,,7,7,1,22,9,121.5460765,25.06216627
111,1,1,21,20,2,06松山區,松山區民權東路3段與民權東路3段153巷口,0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,2,1,1,4,5,2,13,2,24,2,9,1,1,7,9,1,10,2,11,,13,7,1,22,9,121.5460765,25.06216627
111,1,1,21,20,2,06松山區,松山區民權東路3段與民權東路3段153巷口,0,0,2,3,A12,8,3,5,50,14,9,1,5,4,5,7,2,1,1,4,5,2,13,1,24,3,10,3,1,7,14,4,8,1,6,,38,7,1,22,9,121.5460765,25.06216627
111,1,1,23,51,2,11南港區,南港區忠孝東路7段與研究院路1段口,0,0,1,1,B03,8,3,5,50,3,2,1,5,4,5,7,2,1,10,5,5,2,3,2,46,3,10,3,4,7,6,1,8,2,1,,15,15,1,22,9,121.6161963,25.05322447
111,1,1,23,51,2,11南港區,南港區忠孝東路7段與研究院路1段口,0,0,1,2,H01,8,3,5,50,3,2,1,5,4,5,7,2,1,10,5,5,2,3,1,15,2,9,4,5,8,16,8,20,10,15,,67,15,1,22,9,121.6161963,25.05322447
111,1,2,1,38,2,05中正區,中正區南海路與惠安街口,0,0,1,1,B03,8,3,5,50,3,2,1,5,4,5,7,3,1,5,4,4,2,12,2,37,3,10,1,1,7,11,1,8,2,2,,10,10,1,22,9,121.5080595,25.0280788
111,1,2,1,38,2,05中正區,中正區南海路與惠安街口,0,0,1,2,C03,8,3,5,50,3,2,1,5,4,5,7,3,1,5,4,4,2,12,1,22,2,9,1,1,7,9,1,10,2,11,,23,10,1,22,9,121.5080595,25.0280788
111,1,2,1,40,2,05中正區,中正區思源街16號與思源街口,0,0,2,1,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,3,4,4,2,17,1,20,2,9,1,1,7,7,1,10,2,14,,7,7,1,22,9,121.5301777,25.013517
111,1,2,1,40,2,05中正區,中正區思源街16號與思源街口,0,0,2,2,C03,8,3,5,50,3,1,1,5,4,5,7,1,1,3,4,4,2,17,2,24,2,9,1,1,7,9,1,10,2,12,,44,7,1,22,9,121.5301777,25.013517
111,1,2,1,40,2,05中正區,中正區思源街16號與思源街口,0,0,2,3,H02,8,3,5,50,3,1,1,5,4,5,7,1,1,3,4,4,2,17,1,19,4,11,1,5,7,20,8,20,10,16,,67,7,1,22,9,121.5301777,25.013517
111,1,2,1,40,2,05中正區,中正區思源街16號與思源街口,0,0,2,4,H02,8,3,5,50,3,1,1,5,4,5,7,1,1,3,4,4,2,17,2,21,4,11,1,5,7,20,8,20,10,16,,67,7,1,22,9,121.5301777,25.013517
111,1,2,6,55,2,07信義區,信義區松山路與松山路292巷口,0,0,1,1,C03,6,1,5,50,3,2,1,4,4,5,7,1,1,1,4,5,1,18,1,23,2,9,1,1,7,9,1,10,1,14,,42,42,1,22,9,121.5777252,25.04326073
111,1,2,6,55,2,07信義區,信義區松山路與松山路292巷口,0,0,1,2,,6,1,5,50,3,2,1,4,4,5,7,1,1,1,4,5,1,18,3,,,,,,,,,,,,,67,42,1,,,121.5777252,25.04326073
111,1,2,7,0,2,12內湖區,內湖區行忠路與行愛路口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,18,2,42,2,9,1,1,7,9,4,11,1,14,,42,42,1,22,9,121.5786977,25.06615938
111,1,2,7,0,2,12內湖區,內湖區行忠路與行愛路口,0,0,1,2,,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,18,3,,,,,,,,,,,,,67,42,1,,,121.5786977,25.06615938
111,1,2,9,44,2,02萬華區,萬華區艋舺大道206號,0,0,1,1,B03,8,1,5,50,11,8,1,5,4,5,7,4,4,8,3,4,1,16,2,35,3,10,3,4,7,6,1,10,1,2,,9,9,1,22,9,121.4993246,25.03287177
111,1,2,9,44,2,02萬華區,萬華區艋舺大道206號,0,0,1,2,C03,8,1,5,50,11,8,1,5,4,5,7,4,4,8,3,4,1,16,2,40,2,9,3,4,7,9,1,10,1,11,,44,9,1,22,9,121.4993246,25.03287177
111,1,2,10,42,2,06松山區,松山區八德路4段302號後方(市民大道五段迴轉道),0,0,1,1,B03,7,1,5,40,14,9,1,5,4,5,7,3,1,9,4,5,2,17,1,33,3,10,1,1,7,1,1,8,1,7,,19,19,1,22,9,121.5673142,25.04873412
111,1,2,10,42,2,06松山區,松山區八德路4段302號後方(市民大道五段迴轉道),0,0,1,2,C03,7,1,5,40,14,9,1,5,4,5,7,3,1,9,4,5,2,17,1,26,2,9,1,1,7,9,1,9,1,11,,23,19,1,22,9,121.5673142,25.04873412
111,1,2,11,0,2,06松山區,松山區民權東路3段162號,0,0,2,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,30,2,9,3,4,7,9,1,10,1,11,,42,42,1,22,9,121.5481713,25.0619321
111,1,2,11,0,2,06松山區,松山區民權東路3段162號,0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,2,28,2,9,3,4,7,9,1,10,1,11,,44,42,1,22,9,121.5481713,25.0619321
111,1,2,11,0,2,06松山區,松山區民權東路3段162號,0,0,2,3,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,41,3,10,3,4,7,8,1,8,1,3,,44,42,1,22,9,121.5481713,25.0619321
111,1,2,11,26,2,07信義區,信義區松山路與永吉路口口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,62,2,8,1,1,7,5,1,10,2,14,,26,26,1,22,9,121.577769,25.04544194
111,1,2,11,26,2,07信義區,信義區松山路與永吉路口口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,38,2,8,1,1,7,9,1,10,2,12,,17,26,1,22,9,121.577769,25.04544194
111,1,2,12,3,2,02萬華區,萬華區艋舺大道136號,0,0,2,1,B03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,12,1,46,3,10,1,1,7,1,1,8,2,4,,19,19,1,22,9,121.5017217,25.0330837
111,1,2,12,3,2,02萬華區,萬華區艋舺大道136號,0,0,2,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,12,2,37,2,9,1,1,7,9,4,11,2,12,,44,19,1,22,9,121.5017217,25.0330837
111,1,2,12,3,2,02萬華區,萬華區艋舺大道136號,0,0,2,3,H02,7,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,12,1,16,2,9,1,1,7,20,8,20,10,16,,67,19,1,22,9,121.5017217,25.0330837
111,1,2,12,10,2,12內湖區,內湖區環山路2段151號對面,0,0,1,1,B12,8,1,5,40,11,8,1,5,4,5,7,4,4,5,5,5,2,16,1,54,3,10,1,1,7,1,1,8,1,4,,19,19,1,22,9,121.5776654,25.08387101
111,1,2,12,10,2,12內湖區,內湖區環山路2段151號對面,0,0,1,2,C03,8,1,5,40,11,8,1,5,4,5,7,4,4,5,5,5,2,16,2,20,2,9,1,1,7,9,1,10,1,11,,44,19,1,22,9,121.5776654,25.08387101
111,1,2,13,0,2,01大同區,大同區大龍街51號,0,0,1,1,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,40,3,10,3,4,7,5,1,8,1,8,,8,8,1,22,9,121.5160905,25.06544207
111,1,2,13,0,2,01大同區,大同區大龍街51號,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,64,2,9,1,4,7,4,1,10,1,11,,1,8,1,22,9,121.5160905,25.06544207
111,1,2,13,13,2,03中山區,中山區市民大道3段與安東街口,0,0,4,1,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,18,2,8,1,1,7,9,1,10,1,14,,44,44,1,22,9,121.5423208,25.04498413
111,1,2,13,13,2,03中山區,中山區市民大道3段與安東街口,0,0,4,2,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,12,1,51,2,7,1,1,7,8,3,18,1,12,,7,44,1,22,9,121.5423208,25.04498413
111,1,2,13,13,2,03中山區,中山區市民大道3段與安東街口,0,0,4,3,H02,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,12,2,19,2,8,1,1,7,20,8,20,10,16,,67,44,1,22,9,121.5423208,25.04498413
111,1,2,13,13,2,03中山區,中山區市民大道3段與安東街口,0,0,4,4,H02,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,12,2,63,2,9,1,1,7,20,8,20,10,16,,67,44,1,22,9,121.5423208,25.04498413
111,1,2,13,13,2,03中山區,中山區市民大道3段與安東街口,0,0,4,5,,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,2,12,3,,,,,,,,,,,,,66,44,1,,,121.5423208,25.04498413
111,1,2,13,25,2,08士林區,士林區中山北路6段437號,0,0,1,1,B03,8,1,8,50,15,22,1,5,4,5,7,2,1,1,1,5,2,17,2,46,3,10,1,1,7,11,1,8,2,7,,10,10,1,22,9,121.5273493,25.11442408
111,1,2,13,25,2,08士林區,士林區中山北路6段437號,0,0,1,2,C03,8,1,8,50,15,22,1,5,4,5,7,2,1,1,1,5,2,17,1,26,2,9,1,1,7,9,1,10,2,11,,44,10,1,22,9,121.5273493,25.11442408
111,1,2,13,30,2,10文山區,文山區興隆路3段36巷17弄與興隆路3段口口,0,0,3,1,C03,8,1,5,30,3,1,1,5,4,5,7,2,1,9,4,5,2,16,1,20,2,9,1,1,7,6,1,10,11,12,,9,9,1,22,9,121.5554559,24.99931589
111,1,2,13,30,2,10文山區,文山區興隆路3段36巷17弄與興隆路3段口口,0,0,3,2,C03,8,1,5,30,3,1,1,5,4,5,7,2,1,9,4,5,2,16,1,36,2,8,1,1,7,9,3,18,11,14,,23,9,1,22,9,121.5554559,24.99931589
111,1,2,13,30,2,10文山區,文山區興隆路3段36巷17弄與興隆路3段口口,0,0,3,3,H02,8,1,5,30,3,1,1,5,4,5,7,2,1,9,4,5,2,16,2,28,2,8,1,1,7,20,8,20,10,15,,67,9,1,22,9,121.5554559,24.99931589
111,1,2,13,50,2,10文山區,文山區木新路1段與指南路1段51巷口口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,4,3,5,2,17,2,23,3,10,1,1,7,6,1,8,1,2,,43,43,1,22,9,121.5706135,24.98858784
111,1,2,13,50,2,10文山區,文山區木新路1段與指南路1段51巷口口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,4,3,5,2,17,1,28,2,7,1,1,7,9,1,10,1,11,,43,43,1,22,9,121.5706135,24.98858784
111,1,2,13,50,2,10文山區,文山區木新路1段與指南路1段51巷口口,0,0,1,3,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,4,3,5,2,17,1,26,3,10,3,1,7,13,1,8,1,1,,43,43,1,22,9,121.5706135,24.98858784
111,1,2,14,18,2,03中山區,中山區民權西路與天祥路口,0,0,2,1,B02,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,13,1,20,3,10,1,1,7,9,1,8,1,5,,23,23,1,22,9,121.5208221,25.06277282
111,1,2,14,18,2,03中山區,中山區民權西路與天祥路口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,13,1,65,2,9,1,1,7,7,1,10,1,13,12,7,23,1,22,9,121.5208221,25.06277282
111,1,2,14,18,2,03中山區,中山區民權西路與天祥路口,0,0,2,3,H02,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,13,2,59,2,9,4,5,7,20,8,20,10,16,,67,23,1,22,9,121.5208221,25.06277282
111,1,2,15,1,2,06松山區,松山區塔悠路81號與塔悠路口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,8,3,4,1,13,1,62,2,9,3,1,7,9,1,10,1,11,,16,16,1,22,9,121.5704886,25.05164153
111,1,2,15,1,2,06松山區,松山區塔悠路81號與塔悠路口,0,0,1,2,B03,8,1,5,50,5,1,1,5,4,5,7,1,1,8,3,4,1,13,1,20,3,10,3,1,7,14,1,8,1,7,,44,16,1,22,9,121.5704886,25.05164153
111,1,2,15,3,2,05中正區,中正區羅斯福路4段40巷與羅斯福路4段口,0,0,2,1,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,3,4,5,2,17,2,24,2,8,1,1,7,6,1,10,1,11,,6,6,1,22,9,121.5336317,25.01527063
111,1,2,15,3,2,05中正區,中正區羅斯福路4段40巷與羅斯福路4段口,0,0,2,2,C03,8,1,5,30,3,1,1,5,4,5,7,4,4,3,4,5,2,17,2,31,2,9,1,1,7,15,1,10,1,13,,44,6,1,22,9,121.5336317,25.01527063
111,1,2,15,11,2,04大安區,大安區和平東路2段與復興南路2段口,0,0,3,1,B03,7,1,5,50,4,2,1,5,4,5,7,2,1,8,3,5,1,3,2,37,3,10,1,1,7,15,1,8,1,5,,25,25,1,5,5,121.5433897,25.02484935
111,1,2,15,11,2,04大安區,大安區和平東路2段與復興南路2段口,0,0,3,2,H01,7,1,5,50,4,2,1,5,4,5,7,2,1,8,3,5,1,3,1,22,2,5,4,1,8,16,8,20,10,16,,67,25,1,5,1,121.5433897,25.02484935
111,1,2,15,11,2,04大安區,大安區和平東路2段與復興南路2段口,0,0,3,3,H01,7,1,5,50,4,2,1,5,4,5,7,2,1,8,3,5,1,3,1,22,2,9,4,1,8,16,8,20,10,16,,67,25,1,18,2,121.5433897,25.02484935
111,1,2,15,11,2,04大安區,大安區和平東路2段與復興南路2段口,0,0,3,4,H01,7,1,5,50,4,2,1,5,4,5,7,2,1,8,3,5,1,3,2,15,2,1,4,1,8,16,8,20,10,16,,67,25,1,16,2,121.5433897,25.02484935
111,1,2,15,14,2,07信義區,信義區松隆路與永吉路120巷50弄口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,4,4,3,4,5,1,16,1,53,3,10,3,4,7,6,1,8,1,2,,9,9,1,22,9,121.5706184,25.04574553
111,1,2,15,14,2,07信義區,信義區松隆路與永吉路120巷50弄口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,3,4,5,1,16,1,24,2,8,3,4,7,9,1,10,1,11,,23,9,1,22,9,121.5706184,25.04574553
111,1,2,15,17,2,07信義區,信義區松德路與松德路118巷口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,2,27,3,10,1,1,7,5,1,8,1,1,,6,6,1,22,9,121.5748055,25.03747279
111,1,2,15,17,2,07信義區,信義區松德路與松德路118巷口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,2,16,1,42,2,9,1,1,7,9,1,10,1,14,,44,6,1,22,9,121.5748055,25.03747279
111,1,2,15,29,2,02萬華區,萬華區桂林路與梧州街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,4,4,5,2,4,2,16,1,25,3,10,1,4,7,5,3,18,2,11,,6,6,1,22,9,121.4976794,25.03844192
111,1,2,15,29,2,02萬華區,萬華區桂林路與梧州街口,0,0,1,2,C04,8,1,5,50,4,1,1,5,4,5,7,4,4,5,2,4,2,16,2,28,2,9,1,4,7,9,1,10,2,14,,44,6,1,22,9,121.4976794,25.03844192
111,1,2,15,34,2,02萬華區,萬華區西寧南路與西寧南路287巷口,0,0,3,1,C03,8,1,5,30,3,1,1,5,4,3,7,4,4,9,5,5,2,15,1,32,2,7,1,1,7,9,1,10,2,11,,6,6,1,22,9,121.5063018,25.03888691
111,1,2,15,34,2,02萬華區,萬華區西寧南路與西寧南路287巷口,0,0,3,2,C03,8,1,5,30,3,1,1,5,4,3,7,4,4,9,5,5,2,15,1,53,2,5,1,1,7,9,1,10,2,11,,44,6,1,22,9,121.5063018,25.03888691
111,1,2,15,34,2,02萬華區,萬華區西寧南路與西寧南路287巷口,0,0,3,3,H02,8,1,5,30,3,1,1,5,4,3,7,4,4,9,5,5,2,15,2,45,2,9,1,5,7,20,8,20,10,16,,67,6,1,22,9,121.5063018,25.03888691
111,1,2,16,30,2,12內湖區,內湖區行善路與行善路181巷口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,12,1,44,3,10,1,1,7,6,1,8,1,5,,9,9,1,22,9,121.5816003,25.05962995
111,1,2,16,30,2,12內湖區,內湖區行善路與行善路181巷口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,4,2,12,2,25,2,9,1,1,7,9,1,10,1,14,,23,9,1,22,9,121.5816003,25.05962995
111,1,2,16,37,2,05中正區,中正區重慶南路3段與和平西路1段口,0,0,1,1,B02,8,1,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,17,2,38,3,10,1,1,7,6,1,8,1,2,,9,9,1,22,9,121.5158362,25.02744333
111,1,2,16,37,2,05中正區,中正區重慶南路3段與和平西路1段口,0,0,1,2,C03,8,1,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,17,2,28,2,9,1,1,7,9,1,10,1,14,,44,9,1,22,9,121.5158362,25.02744333
111,1,2,16,37,2,05中正區,中正區重慶南路3段與和平西路1段口,0,0,1,3,H02,8,1,5,30,5,1,1,5,4,5,7,1,1,1,4,5,2,17,2,30,4,11,1,5,7,20,8,20,10,16,,67,9,1,22,9,121.5158362,25.02744333
111,1,2,16,43,2,09北投區,北投區承德路7段97號,0,0,1,1,C03,8,1,5,60,14,9,1,5,4,5,7,4,4,9,4,4,2,12,1,24,2,6,1,1,7,9,1,10,1,14,,23,23,1,22,9,121.5096114,25.11190831
111,1,2,16,43,2,09北投區,北投區承德路7段97號,0,0,1,2,B03,8,1,5,60,14,9,1,5,4,5,7,4,4,9,4,4,2,12,1,57,3,10,1,1,7,6,1,8,1,6,,9,23,1,22,9,121.5096114,25.11190831
111,1,2,16,50,2,12內湖區,內湖區民權東路6段296巷3號前,0,0,1,1,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,1,16,1,29,3,10,1,1,7,6,1,8,1,5,,9,9,1,22,9,121.6053996,25.07242272
111,1,2,16,50,2,12內湖區,內湖區民權東路6段296巷3號前,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,9,5,5,1,16,1,22,2,8,1,1,7,9,1,10,1,14,,23,9,1,22,9,121.6053996,25.07242272
111,1,2,17,10,2,05中正區,中正區福和橋往永和機車道,0,0,3,1,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,1,4,5,2,11,1,43,3,10,1,1,7,9,1,10,1,15,,30,30,1,22,9,121.5322405,25.00884367
111,1,2,17,10,2,05中正區,中正區福和橋往永和機車道,0,0,3,2,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,1,4,5,2,11,1,68,2,9,1,1,7,9,3,18,1,12,,44,30,1,22,9,121.5322405,25.00884367
111,1,2,17,10,2,05中正區,中正區福和橋往永和機車道,0,0,3,3,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,1,4,5,2,11,1,43,2,3,1,1,7,9,1,10,1,14,,44,30,1,22,9,121.5322405,25.00884367
111,1,2,17,10,2,05中正區,中正區福和橋往永和機車道,0,0,3,4,C03,8,3,5,40,8,11,1,5,4,5,7,4,4,1,4,5,2,11,2,25,2,9,1,1,7,9,1,10,1,11,,13,30,1,22,9,121.5322405,25.00884367
111,1,2,17,46,2,10文山區,文山區木柵路3段與秀明路1段口,0,0,1,1,B03,6,3,5,50,4,2,1,4,4,5,7,1,1,8,3,5,2,11,1,72,3,10,1,1,7,9,1,8,2,2,,17,17,1,22,9,121.5709287,24.9916051
111,1,2,17,46,2,10文山區,文山區木柵路3段與秀明路1段口,0,0,1,2,B03,6,3,5,50,4,2,1,4,4,5,7,1,1,8,3,5,2,11,1,36,2,2,1,1,7,6,1,8,2,4,,44,17,1,22,9,121.5709287,24.9916051
111,1,2,17,54,2,03中山區,中山區新生北路2段149巷與吉林路口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,4,4,9,4,5,2,16,1,66,3,10,3,4,7,5,1,8,1,15,,8,8,1,22,9,121.5302833,25.06200388
111,1,2,17,54,2,03中山區,中山區新生北路2段149巷與吉林路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,4,4,9,4,5,2,16,1,26,2,9,1,1,7,9,1,10,1,11,,23,8,1,22,9,121.5302833,25.06200388
111,1,2,18,40,2,01大同區,大同區延平北路2段266號,0,0,3,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,4,5,2,13,1,59,2,8,3,4,7,9,1,10,1,11,,23,23,1,22,9,121.5111248,25.06062496
111,1,2,18,40,2,01大同區,大同區延平北路2段266號,0,0,3,2,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,4,5,2,13,2,32,3,10,3,4,7,14,1,8,1,6,,44,23,1,22,9,121.5111248,25.06062496
111,1,2,18,40,2,01大同區,大同區延平北路2段266號,0,0,3,3,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,4,5,2,13,1,25,2,9,3,4,7,9,1,10,1,11,,44,23,1,22,9,121.5111248,25.06062496
111,1,2,18,40,2,01大同區,大同區延平北路2段266號,0,0,3,4,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,4,4,5,2,13,1,29,2,9,3,4,7,9,1,10,1,11,,44,23,1,22,9,121.5111248,25.06062496
111,1,2,18,42,2,06松山區,松山區市民大道4段183號,0,0,1,1,C03,8,3,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,2,35,2,8,1,1,7,9,1,10,1,11,,43,43,1,22,9,121.5519136,25.04465228
111,1,2,18,42,2,06松山區,松山區市民大道4段183號,0,0,1,2,C03,8,3,5,40,14,9,1,5,4,5,7,4,4,1,4,5,2,13,1,44,3,10,1,1,7,9,1,10,1,13,,43,43,1,22,9,121.5519136,25.04465228
111,1,2,19,5,2,10文山區,文山區景豐街31巷與興隆路2段25巷口,0,0,1,1,C03,6,3,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,2,65,2,9,1,1,7,9,3,18,1,11,,6,6,1,22,9,121.5455026,24.9999826
111,1,2,19,5,2,10文山區,文山區景豐街31巷與興隆路2段25巷口,0,0,1,2,B01,6,3,5,30,4,1,1,4,4,5,7,4,4,10,5,5,2,15,1,40,3,10,1,1,7,9,1,8,1,1,,44,6,1,22,9,121.5455026,24.9999826
111,1,2,19,15,2,12內湖區,內湖區洲子街79號,0,0,3,1,C03,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,13,1,27,2,9,1,1,7,9,1,9,1,11,,23,23,1,22,9,121.5707498,25.08017433
111,1,2,19,15,2,12內湖區,內湖區洲子街79號,0,0,3,2,F02,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,13,1,42,2,8,1,1,7,9,8,20,1,16,,32,23,1,22,9,121.5707498,25.08017433
111,1,2,19,15,2,12內湖區,內湖區洲子街79號,0,0,3,3,H02,7,3,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,13,1,6,2,8,4,5,7,20,8,20,10,16,,67,23,1,22,9,121.5707498,25.08017433
111,1,2,19,35,2,08士林區,士林區中山北路4段南向北劍潭公車站前,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,29,1,42,2,9,1,1,7,9,1,10,7,11,,21,21,1,21,8,121.5243981,25.0807045
111,1,2,19,35,2,08士林區,士林區中山北路4段南向北劍潭公車站前,0,0,1,2,,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,29,3,,,,,,,,,,,,,67,21,1,,,121.5243981,25.0807045
111,1,2,19,35,2,08士林區,士林區中山北路4段南向北劍潭公車站前,0,0,1,3,,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,29,3,,,,,,,,,,,,,67,21,1,,,121.5243981,25.0807045
111,1,2,19,47,2,10文山區,文山區景美街與景美舊橋口,0,0,1,1,C03,6,3,5,50,5,1,1,4,4,5,7,2,1,5,5,5,2,17,1,29,2,9,1,1,7,1,1,10,2,12,,19,19,1,22,9,121.5408597,24.98835208
111,1,2,19,47,2,10文山區,文山區景美街與景美舊橋口,0,0,1,2,C04,6,3,5,50,5,1,1,4,4,5,7,2,1,5,5,5,2,17,2,48,3,10,1,1,7,5,1,11,2,15,,8,19,1,22,9,121.5408597,24.98835208
111,1,2,19,50,2,03中山區,中山區民生東路2段與吉林路口,0,0,1,1,C03,7,3,5,50,4,2,1,5,4,5,7,1,1,4,1,4,1,17,1,38,3,10,3,4,7,5,1,9,1,15,,26,26,1,22,9,121.5303749,25.05796123
